-0.166625,0.178674,2.02929,0.488252,-2.34236,0.468685,-0.0248378,-0.998953,0.550277,-0.236005,1.28021,-1.97278,1.24696,0.869601,65
1.54965,0.628577,-2.05511,1.85395,0.975231,-0.576862,-1.07186,-0.833754,-1.49658,-2.09885,1.72319,-2.22089,-1.13454,0.588964,65
1.16633,0.948656,-0.524466,0.102111,-0.178626,0.420797,-2.27209,0.147351,1.00635,2.42629,2.55263,-0.453146,1.12112,-0.901225,65
0.816947,0.618043,1.86778,0.171254,-2.68767,-0.252805,2.26555,1.06748,-0.242917,2.88239,1.46569,0.497539,-1.13428,-2.37385,65
0.507112,-0.378129,0.300862,1.39048,2.32095,1.34556,0.189325,1.21444,-1.79711,0.394764,1.05872,-0.0557763,-1.35467,1.49691,65
1.22153,0.499501,-2.825,1.08375,-1.98208,1.82277,0.413774,-0.624227,0.127861,-2.84794,1.83006,2.09705,0.166612,0.751047,65
0.745727,-0.853486,0.68049,2.02045,-2.77213,-0.156125,-2.48111,0.930813,-1.16307,-1.11587,2.23991,1.62246,0.722164,0.822086,65
0.904635,-1.45187,-0.310822,1.07801,2.37649,-1.51001,-0.742834,1.52896,0.171953,0.282926,2.20641,2.60953,-0.107563,2.52661,65
-1.26345,0.514207,-1.70027,2.29199,-1.07458,-0.507774,-1.56315,-0.0843707,-0.723934,0.287221,0.00843151,0.487636,0.701217,1.65666,65
-1.08618,-0.408543,-2.61843,2.07136,-0.837513,1.54638,-0.58264,1.40134,-0.502562,1.71204,0.211322,-0.553048,-0.0852815,1.304,65
-0.39956,0.176645,-2.68453,0.8254,-0.386424,1.64758,3.04366,-1.56824,0.832437,2.64729,1.5679,0.285385,-0.201189,-0.586719,65
0.616798,0.807077,-2.13591,0.402508,2.92061,-0.453991,-2.69462,1.15596,0.294579,-1.06646,0.671985,1.47803,-1.13218,1.6591,65
0.325165,0.408685,-0.209372,0.424367,1.8712,0.313438,-1.69648,-0.678315,0.0761814,-0.99034,2.09848,-2.66308,-0.990063,-2.95976,65
0.751936,-0.401947,1.9238,0.432716,2.86095,-0.638214,-0.116244,-0.172959,-1.08587,-2.06321,1.70852,1.44049,-0.770637,1.80198,65
-1.65128,-0.227695,-2.18174,2.00793,2.60123,-0.392904,2.2393,-0.36353,0.859277,-1.5409,1.18926,0.889548,0.646503,-2.60946,65
0.879835,-1.24886,0.372659,0.0439453,2.16961,1.78268,-0.976223,1.58139,-0.978188,2.58948,0.0987703,0.475398,1.48162,2.04282,65
0.687305,-0.758434,-2.87194,0.606616,-0.0170683,-1.00049,0.312861,1.58863,0.138026,1.21653,2.53133,-0.0293162,-0.280633,-1.90158,65
1.24658,0.149167,0.990879,1.20862,1.23103,-1.17002,0.501967,-0.0582663,-0.822401,1.04442,2.54895,-2.48118,-0.000605466,-0.861821,65
0.173072,-0.68626,0.611732,2.04314,-2.14584,-0.784604,-0.170356,-0.606337,0.156088,0.711579,1.92217,1.90811,0.103291,1.90105,65
1.48166,0.486839,-1.35555,1.65764,-1.19143,1.14031,-2.47118,0.222074,-0.78995,-2.06689,0.224011,-0.151222,0.469169,2.94356,65
-0.74009,-1.47839,1.48454,1.96318,-2.55609,-0.667426,-1.1708,-0.0561629,0.135729,-1.8356,1.0365,-0.91941,-0.989681,-2.51091,65
1.50317,-0.920559,-2.70055,0.577704,2.85481,1.59402,0.279576,-0.262348,0.341309,2.41288,0.786517,1.41318,1.00336,-1.73512,65
1.18608,-2.05457,-1.1657,2.11597,-0.426211,1.77504,-1.97969,0.328521,-0.110975,0.333804,0.0253093,-1.6251,-0.104771,0.891437,65
-0.252858,0.313104,-0.908773,2.34006,-0.0465027,0.589703,-2.93515,-0.800188,-0.685847,2.20855,1.74224,2.61984,1.38843,1.5715,65
0.0354333,-0.670567,-1.78616,1.65618,-0.873464,0.778039,0.868939,0.663749,0.280665,-1.60032,2.01147,0.383108,0.725515,0.865342,65
0.0987723,-0.543377,-2.0206,0.751647,0.332886,1.00004,1.31747,-0.758131,0.33445,-1.7381,2.30266,1.66931,1.39242,-0.295184,65
-1.67716,0.721471,0.0243665,1.06497,-2.0755,1.03409,0.403573,0.54281,-0.300389,-0.625585,-0.026687,2.67861,-0.785103,-0.64245,65
0.721094,-0.412538,1.4693,0.313326,2.32038,1.06595,2.53684,-1.6717,-1.63525,1.20905,1.15002,1.13163,1.19775,2.17643,65
0.165177,0.174828,3.01576,1.34721,-2.49113,-0.621702,0.0503756,0.933689,0.561523,-2.1341,0.744634,0.414187,1.07746,-1.99125,65
0.473989,0.144561,-0.948516,1.82061,-2.11004,1.9021,2.72947,1.03618,-0.949677,-2.15215,1.24769,-2.43709,-0.153598,1.813,65
0.29729,-0.07153,-0.0702348,2.21038,-1.20189,1.88124,0.415828,-0.664846,-1.57862,-1.6439,1.57251,1.14054,-0.326642,-1.5163,65
-0.746067,-0.0520595,-0.983822,2.29678,-1.84799,-1.45226,0.987417,0.506142,-1.57882,0.0068939,0.263403,1.37174,-0.2576,-0.0798208,65
-0.671034,0.425349,2.93299,0.923752,0.595394,0.0578657,0.809699,-0.950449,0.179339,1.97742,1.14059,-2.77328,-1.4009,2.25581,65
-0.141208,-0.690973,-0.953908,1.5039,-0.371594,1.67297,-2.40014,0.149271,-1.71762,2.33253,1.92594,-2.62343,1.77925,-0.720978,65
-1.4671,0.149766,-2.64176,1.73912,2.21667,1.93198,-2.70751,-1.12863,-1.41573,0.143774,2.41426,1.5785,0.390868,2.25604,65
0.500036,-1.39028,-2.93532,1.59753,2.89498,1.91061,0.843554,-0.47194,-1.18955,2.51912,1.68651,2.70329,1.86661,-1.06013,65
-1.39852,0.826095,2.04174,2.34259,-0.82731,-0.317003,-2.62504,-0.0963284,0.359994,2.00504,2.31948,0.873418,-0.723608,-0.903952,65
-1.52847,0.543958,-1.96135,0.96214,2.69922,-0.282933,2.9304,1.06912,0.354368,-0.142161,2.4944,0.456421,-1.31404,0.686367,65
0.699163,-1.48172,-1.58231,1.56521,2.03008,-1.31507,-1.60553,1.19132,-1.10737,2.06534,2.21587,0.356159,-0.891199,-2.66473,65
-0.103929,0.661144,-2.39553,0.268495,-0.488727,-0.245394,0.68438,-1.29423,0.117801,2.48298,0.139258,0.850841,1.83624,2.30357,65
-0.637617,-0.986206,-2.31438,0.11871,2.29992,0.706378,1.59549,-0.225592,0.617907,-1.59989,1.65218,0.861056,0.233293,-1.26576,65
-1.40897,-1.52593,1.97346,2.06242,-0.181173,0.944784,2.04878,-0.444492,-1.89216,-2.47022,0.183015,2.49436,0.979905,-0.108367,65
0.204137,-0.937136,-0.29038,1.94095,-2.72423,0.857572,2.90843,0.539335,-2.0224,-3.01655,1.58105,2.79546,1.00735,2.31931,65
0.214682,-0.921217,-2.80469,1.29064,-2.33822,-1.51436,0.41823,0.936078,-0.202114,-0.633463,0.404831,-2.07551,1.79229,0.197141,65
