-0.861425,-0.549349
-0.766220,0.137292
-0.876109,0.566389
-0.419827,0.092969
-0.451793,0.588840
-0.760041,0.123833
-0.448444,0.376473
-0.457698,-0.718340
-0.680253,0.710621
-0.292637,-0.445235
-0.865839,0.453826
-0.414380,-0.541038
-0.441552,0.099276
-0.824895,-0.456987
-0.402038,0.362739
-0.468979,0.263246
-0.574584,-0.485287
-0.473025,-0.338065
-0.327807,-0.797788
-0.526435,-0.289237
-0.812708,0.680425
-0.570257,-0.128367
-0.427181,0.110201
-0.869660,-0.642096
-0.892472,-0.450049
-0.903996,-0.595673
-0.453203,0.353817
-0.499639,0.244362
-0.311412,0.391988
-0.465984,0.450244
-0.814806,0.487765
-0.506276,-0.467626
-0.890840,0.725302
-0.943039,-0.673881
-0.630557,-0.376724
-0.615394,0.687349
-0.467483,0.797142
-0.468114,-0.516213
-0.834453,-0.706611
-0.523019,-0.534863
-0.312558,-0.595844
-0.421688,-0.704693
-0.760865,-0.410904
-0.750196,0.694233
-0.719216,0.327484
-0.804270,0.359564
-0.379642,0.408119
-0.797429,0.505406
-0.610967,0.503675
-0.721232,-0.132511
-0.847171,-0.529643
-0.451115,-0.588984
-0.456443,-0.161125
-0.635974,-0.674002
-0.506579,-0.537053
-0.643695,0.730274
-0.538409,-0.222342
-0.321092,0.698487
-0.678229,-0.172756
-0.929817,-0.483084
-0.344994,-0.466316
-0.536018,-0.276212
-0.547626,0.615414
-0.821247,0.470058
-0.363601,0.483631
-0.522010,-0.149899
-0.901744,0.641258
-0.618374,-0.602986
-0.920427,0.600208
-0.618285,0.508405
-0.302858,-0.628871
-0.907256,0.187397
-0.790958,0.523822
-0.823456,0.709331
-0.932662,0.256921
-0.355054,-0.288812
-0.444881,0.517841
-0.588083,0.238871
-0.760793,0.039722
-0.663099,0.760719
-0.365422,0.129970
-0.939737,0.349780
-0.811190,-0.684756
-0.592619,-0.544087
-0.691433,0.310677
-0.678497,0.282834
-0.434309,-0.284438
-0.415699,-0.063362
-0.496098,-0.008346
-0.628486,0.321837
-0.691711,0.677761
-0.632458,-0.277410
-0.763435,-0.174621
-0.700089,-0.019682
-0.939919,0.768630
-0.507934,-0.089728
-0.785659,-0.055129
-0.893955,-0.199125
-0.443841,-0.685943
-0.721849,-0.218507
