-0.498007,0.023471
-0.48816,-0.361142
-0.313781,-0.727965
-0.479326,0.38823
-0.315564,-0.418406
-0.700738,0.430558
-0.353362,-0.483013
-0.821554,-0.242772
-0.455581,0.391463
-0.497472,-0.451721
-0.673392,0.494749
-0.489396,0.248547
-0.660932,-0.200216
-0.518262,-0.590107
-0.877999,-0.3494
-0.748336,0.205071
-0.386723,0.620514
-0.506338,-0.547394
-0.35462,-0.036299
-0.764138,-0.136737
-0.366696,-0.179284
-0.792994,-0.581089
-0.47892,-0.058103
-0.416775,-0.191246
-0.910919,-0.487913
-0.587183,-0.241789
-0.802761,-0.190774
-0.872377,-0.052872
-0.535118,-0.586838
-0.810054,-0.081014
-0.817977,0.315489
-0.596446,0.316399
-0.450153,-0.444031
-0.660474,-0.441489
-0.430301,-0.01061
-0.596675,0.27497
-0.924846,-0.270508
-0.931819,0.268004
-0.449629,0.117297
-0.313685,-0.75227
-0.726432,-0.710619
-0.740731,0.483812
-0.875462,-0.734564
-0.773537,0.746849
-0.427962,-0.460677
-0.538108,0.47438
-0.875047,-0.402827
-0.534682,-0.77615
-0.688148,0.08985
-0.885869,0.709099
-0.592831,-0.408426
-0.859445,-0.492686
-0.541316,0.30641
-0.701341,0.7939
-0.627236,0.539568
-0.930173,0.770499
-0.465081,0.034124
-0.41071,0.763966
-0.84517,0.450242
-0.932764,-0.377441
-0.63933,-0.56449
-0.593367,-0.309077
-0.849148,-0.045761
-0.331825,-0.484794
-0.670008,0.286898
-0.790758,-0.169196
-0.919837,-0.284062
-0.911367,-0.12105
-0.577759,0.566804
-0.423366,-0.574746
-0.437518,0.51022
-0.312682,0.600373
-0.672541,0.103019
-0.765965,0.721323
-0.367505,0.083747
-0.524463,0.281828
-0.572948,-0.104593
-0.825089,0.645173
-0.653468,-0.726372
-0.899889,0.692536
-0.338155,-0.318913
-0.462935,-0.367317
-0.819592,-0.746527
-0.572871,-0.635437
-0.737472,0.115663
-0.515099,-0.041716
-0.551022,0.670857
-0.593043,0.139586
-0.89608,0.630074
-0.541656,0.687975
-0.418207,-0.737465
-0.820458,0.520438
-0.293466,-0.046881
-0.788856,0.017892
